name;unit;pixelW;pixelH;pixelZ;width;height;channels;frames;slices;nucleus_area;diameter;marge;totalThick;nucleusSlices;totalPlainNucleus;slicesLeft;totalNucNotCorr;totalMitoNotCorr;corrTotaleNuc;sumPxInt0;beyondTh16;sumPxInt16;beyondTh32;sumPxInt32
crop_2022_06_13_LuVieuxR_MitoSox_L4 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;749;125;49;1007203316;22477744;572803756;2776352;137317007
crop_2022_06_13_LuVieuxR_MitoSox_L5 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;501;351;2;971283412;22739741;550258670;2593633;102026611
crop_2022_06_13_LuVieuxR_MitoSox_L5 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;637;180;12;782111648;15398769;356001596;1221315;47148270
crop_2022_06_13_LuVieuxR_MitoSox_L5 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;533;383;7;885465579;20035156;476510856;2023792;77699247
crop_2022_06_13_LuVieuxR_MitoSox_L5 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;508;550;3;889381948;19910714;476739796;2080074;82178200
crop_2022_06_13_LuVieuxR_MitoSox_L5 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;640;147;27;780140684;16660979;399833356;1845678;71777034
crop_2022_06_13_LuVieuxR_MitoSox_L5 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;501;384;115;389137234;4320073;95214069;228754;9006236
crop_2022_06_13_LuVieuxR_MitoSox_L5 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;551;407;113;506717374;7136426;158672346;395140;15130821
crop_2022_06_13_LuVieuxR_MitoSox_L6 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;728;199;35;796048461;15487378;351731264;1022207;38564562
crop_2022_06_13_LuVieuxR_MitoSox_L6 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;597;357;22;830644456;17475259;417230770;1746000;71111889
crop_2022_06_13_LuVieuxR_MitoSox_L6 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;489;186;54;1225020861;32972764;840963826;5382529;211922560
crop_2022_06_13_LuVieuxR_MitoSox_L6 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;734;132;44;688688608;11673635;263882860;711967;29253031
crop_2022_06_13_LuVieuxR_MitoSox_L6 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;699;221;15;1378295210;38653238;1024049071;7519549;306052384
crop_2022_06_13_LuVieuxR_MitoSox_L6 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;668;126;19;1317170904;35875731;953880948;6918712;289221439
crop_2022_06_13_LuVieuxR_MitoSox_L6 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;685;77;84;852254139;18184136;423363065;1527738;58244290
crop_2022_06_13_LuVieuxR_MitoSox_L6 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;618;257;14;1525651417;42200971;1216658996;11634884;500640455
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;703;179;52;1271149653;32428423;882148412;5583236;272497559
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;628;319;42;1113756209;28454362;720091450;4301149;173490180
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;525;665;88;984263991;22579165;555483971;2649457;113845256
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;618;290;13;840028739;17976305;437269497;2031470;85708927
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;664;208;53;1280690686;34883655;898987916;5691183;232836398
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;675;160;55;1248556206;33443481;856971039;5169858;214437208
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;818;94;46;1027775285;24724296;607635826;2877109;120676509
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;744;177;82;1483278331;42012414;1170861509;10567994;434346784
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;612;315;101;1225755041;29349241;853868117;6245351;327980452
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;470;85;18;742738391;18734611;473753325;2642793;111609198
crop_2022_06_13_LuVieuxR_MitoSox_L7 - Mark_and_Find 001_Position011.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;433;219;23;785890192;20563191;552122717;4406899;180085664
crop_2022_06_13_LuVieuxR_MitoSox_L8 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;509;326;91;1931352982;53596717;1714275066;20355191;913772013
crop_2022_06_13_LuVieuxR_MitoSox_L8 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;610;163;62;1395445165;39461060;1046397614;7920994;317511538
crop_2022_06_13_LuVieuxR_MitoSox_L8 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;627;189;45;1060980013;26396061;652387511;3554841;138532929
crop_2022_06_13_LuVieuxR_MitoSox_L8 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;556;423;12;997266098;23585416;564303626;2483496;95879646
crop_2022_06_13_LuVieuxR_MitoSox_L8 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;625;195;17;1029277371;24995123;607183320;2982124;115125630
crop_2022_06_13_LuVieuxR_MitoSox_L8 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;440;650;2;1006415601;22757460;571254403;2826729;130234996
crop_2022_06_13_LuVieuxR_MitoSox_L8 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;628;200;41;673067272;11701003;265445757;793415;30134969
crop_2022_06_13_LuVieuxR_MitoSox_L8 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;639;119;27;1000578240;23645735;566950629;2552084;98138560
crop_2022_06_13_LuVieuxR_MitoSox_L9 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;563;421;16;1124543454;28811890;727641185;4434044;175617117
crop_2022_06_13_LuVieuxR_MitoSox_L9 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;687;226;58;1418565880;39153548;1086507253;9473022;395829447
crop_2022_06_13_LuVieuxR_MitoSox_L9 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;642;183;50;1286515447;35004833;915412307;6507906;262130638
crop_2022_06_13_LuVieuxR_MitoSox_L9 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;768;85;43;1432155538;40921877;1109597797;8926613;364714688
crop_2022_06_13_LuVieuxR_MitoSox_L9 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;693;201;15;1209364333;32481705;821805323;5043958;197328776
crop_2022_06_13_LuVieuxR_MitoSox_L9 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;690;283;42;1019069352;24294341;598636599;2954628;123149235
crop_2022_06_13_LuVieuxR_MitoSox_L9 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;654;65;31;1318890439;36258558;966389490;7450413;301128459
crop_2022_06_13_LuVieuxR_MitoSox_L9 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;561;463;3;894542247;19955696;481219100;2280126;88657066
crop_2022_06_13_LuVieux_MitoSox_L -  - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;578;341;19;1073378657;26377077;700898120;4924991;214209672
crop_2022_06_13_LuVieux_MitoSox_L -  - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;545;238;5;1205758874;31885529;840638971;6179105;251697485
crop_2022_06_13_LuVieux_MitoSox_L -  - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;599;272;32;1164553952;29151685;829341497;7621949;332366030
crop_2022_06_13_LuVieux_MitoSox_L -  - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;470;570;43;1410759398;36478815;1074406603;9958743;460344663
crop_2022_06_13_LuVieux_MitoSox_L -  - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;587;314;14;1043575835;25886035;641611542;3540561;138721101
crop_2022_06_13_LuVieux_MitoSox_L -  - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;621;239;15;1141001510;29795342;790809261;6010466;244768662
crop_2022_06_13_LuVieux_MitoSox_L -  - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;40;1100;3;0;12.008;10;4;0;778;341;14;1346422076;34496216;891793572;6121689;243635472
crop_2022_06_13_LuVieux_MitoSox_L -  - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;656;133;15;3.8296E9;67112633;3.7514E9;48476583;3.2853E9
crop_2022_06_13_LuVieux_MitoSox_L1 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;679;106;67;615551596;10146489;232566624;781290;30758287
crop_2022_06_13_LuVieux_MitoSox_L1 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;658;121;25;774551020;15845588;382081553;1712211;71265728
crop_2022_06_13_LuVieux_MitoSox_L1 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;665;82;36;827286629;17544913;417385655;1799743;70453200
crop_2022_06_13_LuVieux_MitoSox_L1 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;678;144;27;851856411;19706351;489675949;2725437;109405802
crop_2022_06_13_LuVieux_MitoSox_L1 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;672;200;18;865844733;19598038;478347385;2418705;95841747
crop_2022_06_13_LuVieux_MitoSox_L1 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;635;281;7;1315686472;36416061;977085695;7792629;313842888
crop_2022_06_13_LuVieux_MitoSox_L1 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;563;471;5;1642849412;46055582;1424193790;16808495;719955843
crop_2022_06_13_LuVieux_MitoSox_L1 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;660;143;7;706439114;13084559;303544603;1100683;43338369
crop_2022_06_13_LuVieux_MitoSox_L10 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;487;324;4;745440809;14427628;337689839;1304947;51397645
crop_2022_06_13_LuVieux_MitoSox_L10 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;10;1100;3;1;2.964;10;1;0;133;339;0;290636705;6221328;146237699;565216;22100559
crop_2022_06_13_LuVieux_MitoSox_L10 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;40;1100;3;1;11.856;10;4;0;692;344;53;1709036064;46772429;1208120403;8250784;325670340
crop_2022_06_13_LuVieux_MitoSox_L10 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;589;143;76;964764584;22179479;524323190;2124251;81089981
crop_2022_06_13_LuVieux_MitoSox_L10 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;536;256;19;716820592;12855919;292773310;909531;34709557
crop_2022_06_13_LuVieux_MitoSox_L10 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;562;250;105;936852213;21313480;502872769;2008515;76521030
crop_2022_06_13_LuVieux_MitoSox_L10 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;603;158;25;786705529;14781616;332365536;876138;32825506
crop_2022_06_13_LuVieux_MitoSox_L10 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;604;193;14;784491403;15000834;342578396;1074256;40746280
crop_2022_06_13_LuVieux_MitoSox_L3l1 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;378;266;15;465622016;7643540;185654447;954293;39002470
crop_2022_06_13_LuVieux_MitoSox_L3l1 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;410;396;11;1368828772;36832754;1029147564;9063043;385809772
crop_2022_06_13_LuVieux_MitoSox_L3l1 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;472;273;17;801836265;16092489;377721777;1420260;57760794
crop_2022_06_13_LuVieux_MitoSox_L3l1 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;346;1089;16;571660234;9704533;225848877;830637;33360672
crop_2022_06_13_LuVieux_MitoSox_L3l1 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;483;282;7;1190125104;31247102;795838058;4938404;199107521
crop_2022_06_13_LuVieux_MitoSox_L3l1 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;462;278;9;838154862;18156197;435574434;1971661;77611227
crop_2022_06_13_LuVieux_MitoSox_L3l1 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;449;311;9;779328923;16609343;411494273;2040999;88468533
crop_2022_06_13_LuVieux_MitoSox_L3l2 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;494;370;7;915949453;20575847;500712110;2342893;96679290
crop_2022_06_13_LuVieux_MitoSox_L3l2 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;475;335;7;2.1999E9;56472980;2019476466;26638021;1293814138
crop_2022_06_13_LuVieux_MitoSox_L3l2 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;427;640;14;1022994765;25040554;627606148;3680469;146160568
crop_2022_06_13_LuVieux_MitoSox_L3l2 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;511;263;8;873675707;18840761;444428626;1791833;69335995
crop_2022_06_13_LuVieux_MitoSox_L3l2 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;548;142;3;1017744987;24726182;607213773;3150220;123958811
crop_2022_06_13_LuVieux_MitoSox_L3l2 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;561;161;12;823443014;17710368;423074288;1856874;72718344
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;616;207;19;737469484;14255887;330292903;1162966;45169744
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;606;114;16;1375564174;35155346;1018501703;8004141;394872508
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;534;435;13;904050989;20702945;505009363;2553037;100155526
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;510;522;6;1225034938;33061798;841063784;5321888;208622334
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;541;428;12;1691166969;48161569;1425852089;15284441;644779593
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;591;286;51;2.4235E9;63988547;2.3055E9;34180004;1564282027
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;616;211;25;1532828813;42630353;1227429878;12198579;513121146
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;603;209;23;941366026;21391201;517513969;2460262;97451408
crop_2022_06_13_LuVieux_MitoSox_L4 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;574;264;11;1396155442;38187651;1073207864;9819192;411950493
crop_2022_06_13_LuVieux_MitoSox_L5 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;590;321;88;1017842133;24138574;609021194;3612708;149153874
crop_2022_06_13_LuVieux_MitoSox_L5 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;647;52;25;616003548;9047355;201818235;490696;20842202
crop_2022_06_13_LuVieux_MitoSox_L5 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;521;358;31;1432056292;37353076;1091873064;10390371;467784463
crop_2022_06_13_LuVieux_MitoSox_L5 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;551;370;30;807487494;17648022;449814616;2797937;116987243
crop_2022_06_13_LuVieux_MitoSox_L5 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;498;276;46;564664424;8453659;188007139;466786;17709911
crop_2022_06_13_LuVieux_MitoSox_L5 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;480;492;43;498218910;7432301;166556661;445258;17204940
crop_2022_06_13_LuVieux_MitoSox_L5 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;649;154;111;1075912807;26564301;660518339;3449541;142579459
crop_2022_06_13_LuVieux_MitoSox_L5 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;587;132;19;1268472201;34228127;896832726;6194422;255839915
crop_2022_06_13_LuVieux_MitoSox_L6 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;361;925;2;1500881923;42615360;1192596436;10945237;450538812
crop_2022_06_13_LuVieux_MitoSox_L6 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;581;163;18;1008499094;24122823;584133139;2809124;109088565
crop_2022_06_13_LuVieux_MitoSox_L6 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;493;273;18;711283594;13855757;326332823;1327556;51764709
crop_2022_06_13_LuVieux_MitoSox_L6 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;475;332;27;895495096;20103753;476557888;1984603;75887502
crop_2022_06_13_LuVieux_MitoSox_L6 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;510;325;21;723649635;13230302;302010032;913448;35951455
crop_2022_06_13_LuVieux_MitoSox_L6 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;537;227;17;1037969467;26146801;695068186;5260818;217142385
crop_2022_06_13_LuVieux_MitoSox_L6 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;586;166;49;964878275;22953571;569969328;3233434;127018266
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;265;380;39;428991037;6660912;147931059;357362;13839369
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;191;245;6;544774380;11485971;293432280;1911275;79663523
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position003.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;318;211;35;524645152;9991432;228055963;706141;27167439
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position004.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;338;911;60;863597757;18265818;425084100;1544776;58876881
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position005.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;20;1100;3;0;6.004;10;2;0;266;412;20;526438120;10082269;229566362;692698;26387487
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position006.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;476;475;17;706046692;11927980;265677589;653806;24683319
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position007.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;380;1016;18;789023456;15275266;349406046;1108460;42130356
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position008.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;369;611;28;718282554;12770019;287860558;785081;30227212
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position009.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;20;1100;3;1;5.928;10;2;0;265;446;26;535839291;10521973;242348896;819584;31518481
crop_2022_06_13_LuVieux_MitoSox_L7 - Mark_and_Find 001_Position010.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;440;501;30;471269544;5306886;115113518;210681;8941406
crop_2022_06_13_LuVieux_MitoSox_L8 - Mark_and_Find 001_Position001.tif;microns;0.05858;0.05858;0.2964;1576;1576;2;1;30;1100;3;1;8.892;10;3;0;504;463;33;708134342;12830386;293059785;928395;35466115
crop_2022_06_13_LuVieux_MitoSox_L8 - Mark_and_Find 001_Position002.tif;microns;0.05858;0.05858;0.3002;1576;1576;2;1;30;1100;3;0;9.006;10;3;0;535;306;4;791744789;15895112;371366661;1406167;54315209
